listing_id,complex_name,address,price_total,bedrooms,baths,sqft,lat,lon,description,amenities,pets_allowed,has_parking,laundry_type,post_date,url
cl_7914738067,🌳🏡 Bright 2BR – Steps to Parks & Schools + FREE Parking! 🚗✨,"1314 H street, Davis, CA 95616",2320,2,1,835,38.556307,-121.741948,"Parkside Apartments offers a beautiful upstairs 2 Bedroom, 1 Bath, approximately 835 Sq. Ft. apartments available for 6/23/26 move in! Please check us out at www.parkside-apartments.com Parkside offers an ideal location in Davis, CA with spacious apartment homes for lease, we are also conveniently placed near the UCD campus. While living at Parkside you can take advantage of the highly acclaimed Davis Joint Unified School District. At Parkside you will feel at home within our beautifully landscaped park-like grounds. We have an extensive list of amenities for you to enjoy; to include a fully-equipped fitness center, a large lavish pool area that includes our year-round heated spa. You may also enjoy using our relaxing gas fire pit or cooking at our outdoor gas grills that are available throughout the community. Rest assured your pets are welcome at Parkside for a small deposit. Come make Parkside your Home! Apartment Amenities • Electric range • Refrigerator • Garbage Disposal • Dishwasher • Heat and Air Conditioning • Carpeting or wood-inspired vinyl flooring • Large walk-in hall storage closet (In the 3-bedroom floor plans) • AT&T Ultra-High-Speed Fiber Internet Access • Comcast Cable TV/Internet Access • Private Patio or Balcony • Bright and Airy Floor-plans with Windows in Every Room • Window Coverings, Blinds Community Amenities • Outdoor Fire-pit with Seating Area • Arbor picnic table area with multiple gas grills • Outdoor picnic table areas with charcoal grills throughout the property • Resident Club House with Billiards table • Refreshing Oversized Pool and Spa • Fully Equipped Fitness Facility • Complimentary coffee bar & computer/printer privileges in the clubhouse • Free off-street parking • 24-hour Clothing Care Center ($1.50 per load) use your credit/debit card or Apple Pay • Submit repair requests on-line • 24-Hour Emergency Maintenance • Pay rent online with Credit Card or E-Checks • Close to Public Transportation Uni-trans lines E, F, P, and Q to UC Davis (10-12 min bus ride) Yolo Bus lines to Sacramento, Woodland, etc. We are open Monday through Friday from 9 am to 6 pm & Saturday 8 am to 5pm. We also offer other floor plans, please call for details. This ad is updated periodically please check our website www.parkside-apartments.com for the most up to date (live time) rates. Prices and availability are subject to change without notice. Equal Opportunity Housing Provider Professionally Managed by Broadway Management Company","application fee details:, $50 App Fee, rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 2BR / 1Ba, 835ft2",TRUE,TRUE,on-site,2026-02-12T11:27:36-0800,https://sacramento.craigslist.org/apa/d/davis-bright-2br-steps-to-parks-schools/7914738067.html
cl_7914736986,"🚶 Walk to cafes, shops & close to the university!","1310 F Street, Davis, CA 95616",1918,1,1,615,38.557069,-121.743388,"Parkside Apartments offers a beautiful downstairs 1 Bedroom, 1 Bath, approximately 615Sq. Ft. apartments available for 9/4/26 move in! Please check us out at www.parkside-apartments.com Parkside offers an ideal location in Davis, CA with spacious apartment homes for lease, we are also conveniently placed near the UCD campus. While living at Parkside you can take advantage of the highly acclaimed Davis Joint Unified School District. At Parkside you will feel at home within our beautifully landscaped park-like grounds. We have an extensive list of amenities for you to enjoy; to include a fully-equipped fitness center, a large lavish pool area that includes our year-round heated spa. You may also enjoy using our relaxing gas fire pit or cooking at our outdoor gas grills that are available throughout the community. Rest assured your pets are welcome at Parkside for a small deposit. Come make Parkside your Home! Apartment Amenities • Electric range • Refrigerator • Garbage Disposal • Dishwasher • Heat and Air Conditioning • Carpeting or wood-inspired vinyl flooring • Large walk-in hall storage closet (In the 3-bedroom floor plans) • AT&T Ultra-High-Speed Fiber Internet Access • Comcast Cable TV/Internet Access • Private Patio or Balcony • Bright and Airy Floor-plans with Windows in Every Room • Window Coverings, Blinds Community Amenities • Outdoor Fire-pit with Seating Area • Arbor picnic table area with multiple gas grills • Outdoor picnic table areas with charcoal grills throughout the property • Resident Club House with Billiards table • Refreshing Oversized Pool and Spa • Fully Equipped Fitness Facility • Complimentary coffee bar & computer/printer privileges in the clubhouse • Free off-street parking • 24-hour Clothing Care Center ($1.50 per load) use your credit/debit card or Apple Pay • Submit repair requests on-line • 24-Hour Emergency Maintenance • Pay rent online with Credit Card or E-Checks • Close to Public Transportation Uni-trans lines E, F, P, and Q to UC Davis (10-12 min bus ride) Yolo Bus lines to Sacramento, Woodland, etc. We are open Monday through Friday from 9 am to 6 pm & Saturday 8 am to 5pm. We also offer other floor plans, please call for details. This ad is updated periodically please check our website www.parkside-apartments.com for the most up to date (live time) rates. Prices and availability are subject to change without notice. Equal Opportunity Housing Provider Professionally Managed by Broadway Management Company","application fee details:, $50 App Fee, rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 1BR / 1Ba, 615ft2",TRUE,TRUE,on-site,2026-02-12T11:22:59-0800,https://sacramento.craigslist.org/apa/d/davis-walk-to-cafes-shops-close-to-the/7914736986.html
cl_7914573682,Rent would be only $997 per person for 3 occupants!! (shared lease),"1611 H Street, Davis, CA 95616",2991,3,2,1020,38.558621,-121.742683,"Discover the unique charm of Parkside Apartments! Our beautiful downstairs 3 Bedroom, 2 Bath, approximately 1020 Sq. Ft. apartments featuring spacious, bright rooms are now available for lease in AUGUST & SEPTEMBER. Enjoy the ideal location of Parkside in Davis, CA, with spacious apartment homes for lease. Our proximity to the UCD campus makes it a convenient choice for students and faculty. Plus, you can take advantage of the highly acclaimed Davis Joint Unified School District while living at Parkside. You will feel at home at Parkside on our beautifully landscaped park-like grounds. Our extensive amenities include a fully equipped fitness center, a sizeable pool, and our year-round heated spa. You may also enjoy our relaxing gas fire pit or cooking on our outdoor grills, available throughout the community. Rest assured, your pets are not just allowed; they are welcomed at Parkside for a small deposit. Make Parkside your Home! Interested In This Unit? Use this link for more details: show contact info Apartment Amenities • Electric range • Refrigerator • Garbage Disposal • Dishwasher • Heat and Air Conditioning • Carpeting or wood-inspired vinyl flooring • Large walk-in hall storage closet (In the 3-bedroom floor plans) • AT&T Ultra-High-Speed Fiber Internet Access • Comcast Cable TV/Internet Access • Private Patio or Balcony • Bright and Airy Floorplans with Windows in Every Room • Window Coverings, Blinds Community Amenities • Outdoor Fire-pit with Seating Area • Arbor picnic table area with multiple gas grills • Outdoor picnic table areas with charcoal grills throughout the property • Resident Club House with Billiards table • Refreshing Oversized Pool and Spa • Fully Equipped Fitness Facility • Complimentary coffee bar • Free off-street parking • 24-hour Clothing Care Center ($1.50 per load) Use your credit/debit card or Apple Pay • Submit repair requests online • 24-Hour Emergency Maintenance • Pay rent online with a credit card or E-Checks • Close to Public Transportation Uni-trans lines E, F, P, and Q to UC Davis (10-12 min bus ride) Yolo Bus lines to Sacramento, Woodland, etc. We are open Monday through Friday from 9 a.m. to 6 p.m. and Saturday from 8 a.m. to 5 p.m. Call to schedule a tour. And remember, if our 3-bedroom, 2-bath apartment doesn't suit your needs, we have a variety of floor plans available, ensuring you find the perfect home. Prices, availability, and office hours are subject to change without notice. Equal Opportunity Housing Provider Professionally Managed by Broadway Management Company","application fee details:, $50 App Fee, rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 3BR / 2Ba, 1020ft2",TRUE,TRUE,on-site,2026-02-11T14:58:53-0800,https://sacramento.craigslist.org/apa/d/davis-rent-would-be-only-997-per-person/7914573682.html
cl_7914569876,Walk/Bike to Campus -Spacious  2BR/1BATH  👍FREE PARKING!,"1611 H Street, Davis, CA 95616",2195,2,1,835,38.558621,-121.742683,"Discover the unique charm of Parkside Apartments, offering stunning upstairs two-bedroom, one-bathroom apartments measuring approximately 835 sq. ft. available in AUGUST & SEPTEMBER Enjoy the convenience of Parkside's prime location in Davis, CA, just a short distance from the UCD campus. Our spacious apartment homes for lease are ideal for students and faculty. Plus, you'll be part of the highly acclaimed Davis Joint Unified School District. You will feel at home at Parkside on our beautifully landscaped park-like grounds. We have extensive amenities, including a fully equipped fitness center and a sizeable, lavish pool with our year-round heated spa. You may also enjoy our relaxing gas fire pit or cooking on our outdoor grills, available throughout the community. Rest assured, your pets are welcome at Parkside for a small deposit. Make Parkside your Home! Interested In This Unit? Use this link for more details: show contact info Apartment Amenities • Electric range • Refrigerator • Garbage Disposal • Dishwasher • Heat and Air Conditioning • Carpeting or wood-inspired vinyl flooring • Large walk-in hall storage closet (In the 3-bedroom floor plans) • AT&T Ultra-High-Speed Fiber Internet Access • Comcast Cable TV/Internet Access • Private Patio or Balcony • Bright and Airy floor plans with Windows in Every Room • Window Coverings, Blinds Community Amenities • Outdoor Fire-pit with Seating Area • Arbor picnic table area with multiple gas grills • Outdoor picnic table areas with charcoal grills throughout the property • Resident Club House with Billiards table • Refreshing Oversized Pool and Spa • Fully Equipped Fitness Facility • Complimentary coffee bar in the clubhouse • Free off-street parking • 24-hour Clothing Care Center ($1.50 per load) Use your credit/debit card or Apple Pay • Submit repair requests online • 24-Hour Emergency Maintenance • Pay rent online with Credit Card or E-Checks • Close to Public Transportation Uni-trans lines E, F, P, and Q to UC Davis (10-12 min bus ride) Yolo Bus lines to Sacramento, Woodland, etc. We are open Monday through Friday from 9 a.m. to 6 p.m. and Saturday from 8 a.m. to 5 p.m. Call for an appointment to take a tour. We also offer Studio, 2-bedroom, and 3-bedroom floor plans. Prices and availability are subject to change without notice Equal Opportunity Housing Provider Professionally Managed by Broadway Management Company","available aug 10, application fee details:, $50 App Fee, rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 2BR / 1Ba, 835ft2",TRUE,TRUE,on-site,2026-02-11T14:41:53-0800,https://sacramento.craigslist.org/apa/d/davis-walk-bike-to-campus-spacious-2br/7914569876.html
cl_7914568152,"⭐Bright, Quiet, Comfortable Living FREE PARKING⭐","1611 H Street, Davis, CA 95616",1898,1,,615,38.558621,-121.742683,"Discover the unique charm of Parkside Apartments, offering stunning downstairs one-bedroom, one-bathroom apartments measuring approximately 615 sq. ft. Enjoy the convenience of Parkside's prime location in Davis, CA, just a short distance from the UCD campus. Our spacious apartment homes for lease are ideal for students and faculty. Plus, you'll be part of the highly acclaimed Davis Joint Unified School District. You will feel at home at Parkside on our beautifully landscaped park-like grounds. We have extensive amenities, including a fully equipped fitness center and a sizeable lavish pool with our year-round heated spa. You may also enjoy using our relaxing gas fire pit or cooking at our outdoor grills, which are available throughout the community. Rest assured, your pets are welcome at Parkside for a small deposit. Make Parkside your Home! Interested In This Unit? Use this link for more details: show contact info Apartment Amenities • Electric range • Refrigerator • Garbage Disposal • Dishwasher • Heat and Air Conditioning • Carpeting or wood-inspired vinyl flooring • Large walk-in hall storage closet (In the 3-bedroom floor plans) • AT&T Ultra-High-Speed Fiber Internet Access • Comcast Cable TV/Internet Access • Private Patio or Balcony • Bright and Airy floor plans with Windows in Every Room • Window Coverings, Blinds Community Amenities • Outdoor Fire-pit with Seating Area • Arbor picnic table area with multiple gas grills • Outdoor picnic table areas with charcoal grills throughout the property • Resident Club House with Billiards table • Refreshing Oversized Pool and Spa • Fully Equipped Fitness Facility • Complimentary coffee bar in the clubhouse • Free off-street parking • 24-hour Clothing Care Center ($1.50 per load) Use your credit/debit card or Apple Pay • Submit repair requests online • 24-Hour Emergency Maintenance • Pay rent online with Credit Card or E-Checks • Close to Public Transportation Uni-trans lines E, F, P, and Q to UC Davis (10-12 min bus ride) Yolo Bus lines to Sacramento, Woodland, etc. We are open Monday through Friday from 9 a.m. to 6 p.m. and Saturday from 8 a.m. to 5 p.m. Call for an appointment to take a tour. We also offer Studio, 2-bedroom, and 3-bedroom floor plans. Prices and availability are subject to change without notice Equal Opportunity Housing Provider Professionally Managed by Broadway Management Company","application fee details:, $50 App Fee, rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 1BR / 1Ba, 615ft2",TRUE,TRUE,on-site,2026-02-11T14:33:39-0800,https://sacramento.craigslist.org/apa/d/davis-bright-quiet-comfortable-living/7914568152.html
cl_7914566176,Roommate Friendly Layout- Close to Campus- FREE parking,"1307 H Street, Davis, CA 95616",3411,3,2,1020,38.556673,-121.742065,"Discover the unique charm of Parkside Apartments! Our beautiful downstairs 3 Bedroom, 2 Bath, approximately 1020 Sq. Ft. apartments featuring spacious, bright rooms are now available for lease FOR FALL!!. Enjoy the ideal location of Parkside in Davis, CA, with spacious apartment homes for lease. Our proximity to the UCD campus makes it a convenient choice for students and faculty. Plus, you can take advantage of the highly acclaimed Davis Joint Unified School District while living at Parkside. You will feel at home at Parkside on our beautifully landscaped park-like grounds. Our extensive amenities include a fully equipped fitness center, a sizeable pool, and our year-round heated spa. You may also enjoy our relaxing gas fire pit or cooking on our outdoor grills, available throughout the community. Rest assured, your pets are not just allowed; they are welcomed at Parkside for a small deposit. Make Parkside your Home! Interested In This Unit? Use this link for more details: show contact info Apartment Amenities • Electric range • Refrigerator • Garbage Disposal • Dishwasher • Heat and Air Conditioning • Carpeting or wood-inspired vinyl flooring • Large walk-in hall storage closet (In the 3-bedroom floor plans) • AT&T Ultra-High-Speed Fiber Internet Access • Comcast Cable TV/Internet Access • Private Patio or Balcony • Bright and Airy Floorplans with Windows in Every Room • Window Coverings, Blinds Community Amenities • Outdoor Fire-pit with Seating Area • Arbor picnic table area with multiple gas grills • Outdoor picnic table areas with charcoal grills throughout the property • Resident Club House with Billiards table • Refreshing Oversized Pool and Spa • Fully Equipped Fitness Facility • Complimentary coffee bar • Free off-street parking • 24-hour Clothing Care Center ($1.50 per load) Use your credit/debit card or Apple Pay • Submit repair requests online • 24-Hour Emergency Maintenance • Pay rent online with a credit card or E-Checks • Close to Public Transportation Uni-trans lines E, F, P, and Q to UC Davis (10-12 min bus ride) Yolo Bus lines to Sacramento, Woodland, etc. We are open Monday through Friday from 9 a.m. to 6 p.m. and Saturday from 8 a.m. to 5 p.m. Call to schedule a tour. And remember, if our 3-bedroom, 2-bath apartment doesn't suit your needs, we have a variety of floor plans available, ensuring you find the perfect home. Prices, availability, and office hours are subject to change without notice. Equal Opportunity Housing Provider Professionally Managed by Broadway Management Company","application fee details:, $50 App Fee, rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 3BR / 2Ba, 1020ft2",TRUE,TRUE,on-site,2026-02-11T14:25:04-0800,https://sacramento.craigslist.org/apa/d/davis-roommate-friendly-layout-close-to/7914566176.html
cl_7914565267,Great layout for rooommates!😸Pet Friendly 🤽 Pool 🏋️Fitness Center,"1311 H Street, Davis, CA 95616",2992,3,2,1020,38.556699,-121.742073,"Discover the unique charm of Parkside Apartments! Our beautiful downstairs 3 Bedroom, 2 Bath, approximately 1020 Sq. Ft. apartments featuring spacious, bright rooms are now available for lease for FALL!. Enjoy the ideal location of Parkside in Davis, CA, with spacious apartment homes for lease. Our proximity to the UCD campus makes it a convenient choice for students and faculty. Plus, you can take advantage of the highly acclaimed Davis Joint Unified School District while living at Parkside. You will feel at home at Parkside on our beautifully landscaped park-like grounds. Our extensive amenities include a fully equipped fitness center, a sizeable pool, and our year-round heated spa. You may also enjoy our relaxing gas fire pit or cooking on our outdoor grills, available throughout the community. Rest assured, your pets are not just allowed; they are welcomed at Parkside for a small deposit. Make Parkside your Home! Interested In This Unit? Use this link for more details: show contact info Apartment Amenities • Electric range • Refrigerator • Garbage Disposal • Dishwasher • Heat and Air Conditioning • Carpeting or wood-inspired vinyl flooring • Large walk-in hall storage closet (In the 3-bedroom floor plans) • AT&T Ultra-High-Speed Fiber Internet Access • Comcast Cable TV/Internet Access • Private Patio or Balcony • Bright and Airy Floorplans with Windows in Every Room • Window Coverings, Blinds Community Amenities • Outdoor Fire-pit with Seating Area • Arbor picnic table area with multiple gas grills • Outdoor picnic table areas with charcoal grills throughout the property • Resident Club House with Billiards table • Refreshing Oversized Pool and Spa • Fully Equipped Fitness Facility • Complimentary coffee bar • Free off-street parking • 24-hour Clothing Care Center ($1.50 per load) Use your credit/debit card or Apple Pay • Submit repair requests online • 24-Hour Emergency Maintenance • Pay rent online with a credit card or E-Checks • Close to Public Transportation Uni-trans lines E, F, P, and Q to UC Davis (10-12 min bus ride) Yolo Bus lines to Sacramento, Woodland, etc. We are open Monday through Friday from 9 a.m. to 6 p.m. and Saturday from 8 a.m. to 5 p.m. Call to schedule a tour. And remember, if our 3-bedroom, 2-bath apartment doesn't suit your needs, we have a variety of floor plans available, ensuring you find the perfect home. Prices, availability, and office hours are subject to change without notice. Equal Opportunity Housing Provider Professionally Managed by Broadway Management Company","application fee details:, $50 App Fee, rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 3BR / 2Ba, 1020ft2",TRUE,TRUE,on-site,2026-02-11T14:21:05-0800,https://sacramento.craigslist.org/apa/d/davis-great-layout-for-rooommatespet/7914565267.html
cl_7914373796,Sunny Upstairs 3BR / 1.5BA ☀️🏡,"1640 F Street, Davis, CA 95616",2961,3,1.5,840,38.559077,-121.744544,"Parkside Apartments offers a beautiful upstairs 3 Bedroom, 1.5 Bath, approximately 1,015 Sq. Ft. apartments available for 9/10/26 move in. Please check us out at www.parkside-apartments.com Parkside offers an ideal location in Davis, CA with spacious apartment homes for lease, we are also conveniently placed near the UCD campus. While living at Parkside you can take advantage of the highly acclaimed Davis Joint Unified School District. At Parkside you will feel at home within our beautifully landscaped park-like grounds. We have an extensive list of amenities for you to enjoy; to include a fully-equipped fitness center, a large lavish pool area that includes our year-round heated spa. You may also enjoy using our relaxing gas fire pit or cooking at our outdoor gas grills that are available throughout the community. Rest assured your pets are welcome at Parkside for a small deposit. Come make Parkside your Home! Apartment Amenities • Electric range • Refrigerator • Garbage Disposal • Dishwasher • Heat and Air Conditioning • Carpeting or wood-inspired vinyl flooring • Large walk-in hall storage closet (In the 3-bedroom floor plans) • AT&T Ultra-High-Speed Fiber Internet Access • Comcast Cable TV/Internet Access • Private Patio or Balcony • Bright and Airy Floor-plans with Windows in Every Room • Window Coverings, Blinds Community Amenities • Outdoor Fire-pit with Seating Area • Arbor picnic table area with multiple gas grills • Outdoor picnic table areas with charcoal grills throughout the property • Resident Club House with Billiards table • Refreshing Oversized Pool and Spa • Fully Equipped Fitness Facility • Complimentary coffee bar & computer/printer privileges in the clubhouse • Free off-street parking • 24-hour Clothing Care Center ($1.50 per load) use your credit/debit card or Apple Pay • Submit repair requests on-line • 24-Hour Emergency Maintenance • Pay rent online with Credit Card or E-Checks • Close to Public Transportation Uni-trans lines E, F, P, and Q to UC Davis (10-12 min bus ride) Yolo Bus lines to Sacramento, Woodland, etc. We are open Monday through Friday from 9 am to 6 pm & Saturday 8 am to 5pm. We also offer other floor plans, please call for details. This ad is updated periodically please check our website www.parkside-apartments.com for the most up to date (live time) rates. Prices and availability are subject to change without notice. Equal Opportunity Housing Provider Professionally Managed by Broadway Management Company","application fee details:, $50 App Fee, rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 3BR / 1.5Ba, 840ft2",TRUE,TRUE,on-site,2026-02-10T16:40:01-0800,https://sacramento.craigslist.org/apa/d/davis-sunny-upstairs-3br-15ba/7914373796.html
cl_7914368233,Happy Little Duplex Available 😄🏡,"1512 F Street, Davis, CA 95616",2327,2,1,840,38.557919,-121.743769,"Parkside Apartments offers a beautiful downstairs 2 Bedroom, 1 Bath, approximately 840 Sq. Ft. apartments available for 8/27/26 move in. Please check us out at www.parkside-apartments.com Parkside offers an ideal location in Davis, CA with spacious apartment homes for lease, we are also conveniently placed near the UCD campus. While living at Parkside you can take advantage of the highly acclaimed Davis Joint Unified School District. At Parkside you will feel at home within our beautifully landscaped park-like grounds. We have an extensive list of amenities for you to enjoy; to include a fully-equipped fitness center, a large lavish pool area that includes our year-round heated spa. You may also enjoy using our relaxing gas fire pit or cooking at our outdoor gas grills that are available throughout the community. Rest assured your pets are welcome at Parkside for a small deposit. Come make Parkside your Home! Apartment Amenities • Electric range • Refrigerator • Garbage Disposal • Dishwasher • Heat and Air Conditioning • Carpeting or wood-inspired vinyl flooring • Large walk-in hall storage closet (In the 3-bedroom floor plans) • AT&T Ultra-High-Speed Fiber Internet Access • Comcast Cable TV/Internet Access • Private Patio or Balcony • Bright and Airy Floor-plans with Windows in Every Room • Window Coverings, Blinds Community Amenities • Outdoor Fire-pit with Seating Area • Arbor picnic table area with multiple gas grills • Outdoor picnic table areas with charcoal grills throughout the property • Resident Club House with Billiards table • Refreshing Oversized Pool and Spa • Fully Equipped Fitness Facility • Complimentary coffee bar & computer/printer privileges in the clubhouse • Free off-street parking • 24-hour Clothing Care Center ($1.50 per load) use your credit/debit card or Apple Pay • Submit repair requests on-line • 24-Hour Emergency Maintenance • Pay rent online with Credit Card or E-Checks • Close to Public Transportation Uni-trans lines E, F, P, and Q to UC Davis (10-12 min bus ride) Yolo Bus lines to Sacramento, Woodland, etc. We are open Monday through Friday from 9 am to 6 pm & Saturday 8 am to 5pm. We also offer other floor plans, please call for details. This ad is updated periodically please check our website www.parkside-apartments.com for the most up to date (live time) rates. Prices and availability are subject to change without notice. Equal Opportunity Housing Provider Professionally Managed by Broadway Management Company","application fee details:, $50 App Fee, rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 2BR / 1Ba, 840ft2",TRUE,TRUE,on-site,2026-02-10T16:09:53-0800,https://sacramento.craigslist.org/apa/d/davis-happy-little-duplex-available/7914368233.html
cl_7914365663,"If You See This, It’s Meant for You😎👀","1603 H Street, Davis, CA 95616",2010,0,1,470,38.558569,-121.742667,"Parkside Apartments offers a beautiful upstairs Studio, 1 Bath, approximately 470 Sq. Ft. apartments available for 3/4/26 move in. Please check us out at www.parkside-apartments.com Parkside offers an ideal location in Davis, CA with spacious apartment homes for lease, we are also conveniently placed near the UCD campus. While living at Parkside you can take advantage of the highly acclaimed Davis Joint Unified School District. At Parkside you will feel at home within our beautifully landscaped park-like grounds. We have an extensive list of amenities for you to enjoy; to include a fully-equipped fitness center, a large lavish pool area that includes our year-round heated spa. You may also enjoy using our relaxing gas fire pit or cooking at our outdoor gas grills that are available throughout the community. Rest assured your pets are welcome at Parkside for a small deposit. Come make Parkside your Home! Apartment Amenities • Electric range • Refrigerator • Garbage Disposal • Dishwasher • Heat and Air Conditioning • Carpeting or wood-inspired vinyl flooring • Large walk-in hall storage closet (In the 3-bedroom floor plans) • AT&T Ultra-High-Speed Fiber Internet Access • Comcast Cable TV/Internet Access • Private Patio or Balcony • Bright and Airy Floor-plans with Windows in Every Room • Window Coverings, Blinds Community Amenities • Outdoor Fire-pit with Seating Area • Arbor picnic table area with multiple gas grills • Outdoor picnic table areas with charcoal grills throughout the property • Resident Club House with Billiards table • Refreshing Oversized Pool and Spa • Fully Equipped Fitness Facility • Complimentary coffee bar & computer/printer privileges in the clubhouse • Free off-street parking • 24-hour Clothing Care Center ($1.50 per load) use your credit/debit card or Apple Pay • Submit repair requests on-line • 24-Hour Emergency Maintenance • Pay rent online with Credit Card or E-Checks • Close to Public Transportation Uni-trans lines E, F, P, and Q to UC Davis (10-12 min bus ride) Yolo Bus lines to Sacramento, Woodland, etc. We are open Monday through Friday from 9 am to 6 pm & Saturday 8 am to 5pm. We also offer other floor plans, please call for details. This ad is updated periodically please check our website www.parkside-apartments.com for the most up to date (live time) rates. Prices and availability are subject to change without notice. Equal Opportunity Housing Provider Professionally Managed by Broadway Management Company","application fee details:, $50 App Fee, rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 0BR / 1Ba, 470ft2",TRUE,TRUE,on-site,2026-02-10T15:56:24-0800,https://sacramento.craigslist.org/apa/d/davis-if-you-see-this-its-meant-for-you/7914365663.html
cl_7914299235,Prime Location—Leave the Car at Home🚗,"1310 F Street, Davis, CA 95616",1918,1,1,615,38.557069,-121.743388,"Parkside Apartments offers a beautiful downstairs 1 Bedroom, 1 Bath, approximately 615 Sq. Ft. apartments available for 9/4/26 move in! Please check us out at www.parkside-apartments.com Parkside offers an ideal location in Davis, CA with spacious apartment homes for lease, we are also conveniently placed near the UCD campus. While living at Parkside you can take advantage of the highly acclaimed Davis Joint Unified School District. At Parkside you will feel at home within our beautifully landscaped park-like grounds. We have an extensive list of amenities for you to enjoy; to include a fully-equipped fitness center, a large lavish pool area that includes our year-round heated spa. You may also enjoy using our relaxing gas fire pit or cooking at our outdoor gas grills that are available throughout the community. Rest assured your pets are welcome at Parkside for a small deposit. Come make Parkside your Home! Apartment Amenities • Electric range • Refrigerator • Garbage Disposal • Dishwasher • Heat and Air Conditioning • Carpeting or wood-inspired vinyl flooring • Large walk-in hall storage closet (In the 3-bedroom floor plans) • AT&T Ultra-High-Speed Fiber Internet Access • Comcast Cable TV/Internet Access • Private Patio or Balcony • Bright and Airy Floor-plans with Windows in Every Room • Window Coverings, Blinds Community Amenities • Outdoor Fire-pit with Seating Area • Arbor picnic table area with multiple gas grills • Outdoor picnic table areas with charcoal grills throughout the property • Resident Club House with Billiards table • Refreshing Oversized Pool and Spa • Fully Equipped Fitness Facility • Complimentary coffee bar & computer/printer privileges in the clubhouse • Free off-street parking • 24-hour Clothing Care Center ($1.50 per load) use your credit/debit card or Apple Pay • Submit repair requests on-line • 24-Hour Emergency Maintenance • Pay rent online with Credit Card or E-Checks • Close to Public Transportation Uni-trans lines E, F, P, and Q to UC Davis (10-12 min bus ride) Yolo Bus lines to Sacramento, Woodland, etc. We are open Monday through Friday from 9 am to 6 pm & Saturday 8 am to 5pm. We also offer other floor plans, please call for details. This ad is updated periodically please check our website www.parkside-apartments.com for the most up to date (live time) rates. Prices and availability are subject to change without notice. Equal Opportunity Housing Provider Professionally Managed by Broadway Management Company","application fee details:, $50 App Fee, rent period:, monthly, cats are OK - purrr, apartment, dogs are OK - wooof, laundry on site, off-street parking, air conditioning, 1BR / 1Ba, 615ft2",TRUE,TRUE,on-site,2026-02-10T11:15:19-0800,https://sacramento.craigslist.org/apa/d/davis-prime-locationleave-the-car-at/7914299235.html
